Venue,Venue Size,Venue Type,Venue Page,Artist,Show Title,Show Date,Show Information,Ticket Purchase Page
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Noga Erez,The Vandalist Tour,10/21/2025,https://www.metromusichall.com/,https://www.24tix.com/event/qf6ekkj5drc5vmyr45eluhmie4
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,V1V1D,The Vandalist Tour,10/21/2025,https://www.metromusichall.com/,https://www.24tix.com/event/qf6ekkj5drc5vmyr45eluhmie4
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Jason D Williams,Jason D Williams,10/22/2025,https://www.metromusichall.com/,https://www.24tix.com/event/gzg3rzhjvrey3l3s4dnehy6nc4
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Supersuckers,Supersuckers,10/22/2025,https://www.metromusichall.com/,https://www.24tix.com/event/gzg3rzhjvrey3l3s4dnehy6nc4
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Dead On A Sunday,Dead On A Sunday,11/10/2025,https://www.metromusichall.com/,https://www.24tix.com/event/6cam54uolvhrhkhk7bcq3xbgta
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,NITE,NITE,11/10/2025,https://www.metromusichall.com/,https://www.24tix.com/event/6cam54uolvhrhkhk7bcq3xbgta
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,JESUSATANAS,JESUSATANAS,11/10/2025,https://www.metromusichall.com/,https://www.24tix.com/event/6cam54uolvhrhkhk7bcq3xbgta
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,The Brian Jonestown Massacre,The Brian Jonestown Massacre,11/13/2025,https://www.metromusichall.com/,https://www.24tix.com/event/saouzs5dgnfhbpqegga6tfb7lm
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Entheos,Entheos,11/14/2025,https://www.metromusichall.com/,https://www.24tix.com/event/dgvwzzwcrjfahkhqvd4shofszm
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Fallujah,Fallujah,11/14/2025,https://www.metromusichall.com/,https://www.24tix.com/event/dgvwzzwcrjfahkhqvd4shofszm
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,The Zenith Passage,The Zenith Passage,11/14/2025,https://www.metromusichall.com/,https://www.24tix.com/event/dgvwzzwcrjfahkhqvd4shofszm
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Tracheotomy,Tracheotomy,11/14/2025,https://www.metromusichall.com/,https://www.24tix.com/event/dgvwzzwcrjfahkhqvd4shofszm
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,The Beths,The Beths,11/18/2025,https://www.metromusichall.com/,https://www.24tix.com/event/a6wj7a5thvecdb45ydcgvh3vj4
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Phoebe Rings,Phoebe Rings,11/18/2025,https://www.metromusichall.com/,https://www.24tix.com/event/a6wj7a5thvecdb45ydcgvh3vj4
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,The Mountain Goats,The Mountain Goats,11/29/2025,https://www.metromusichall.com/,https://www.24tix.com/event/xtewbpk6lbcehezndxhkuoqbwm
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,ATREYU,THE CURSE TOUR,12/3/2025,https://www.metromusichall.com/,https://www.24tix.com/event/65jz5wxtffhmngkex6gjwdxzju
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Norma Jean,THE CURSE TOUR,12/3/2025,https://www.metromusichall.com/,https://www.24tix.com/event/65jz5wxtffhmngkex6gjwdxzju
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Zero 9:36,THE CURSE TOUR,12/3/2025,https://www.metromusichall.com/,https://www.24tix.com/event/65jz5wxtffhmngkex6gjwdxzju
Metro Music Hall,Indoors,Medium,https://www.metromusichall.com/,Lebanon Hanover,Lebanon Hanover,4/24/2026,https://www.metromusichall.com/,https://www.24tix.com/event/mk2saciakvbedmqw3tlef3otaa
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Side Piece,Get Funky Festival Day 1,6/20/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Green Velvet,Get Funky Festival Day 1,6/20/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Acraze,Get Funky Festival Day 1,6/20/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Girl Math,Get Funky Festival Day 1,6/20/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Airwolf Paradise,Get Funky Festival Day 1,6/20/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,RYOUUP?,Get Funky Festival Day 1,6/20/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,SOFI TUKKER,Get Funky Festival Day 2,6/21/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Duke Dumont,Get Funky Festival Day 2,6/21/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Disco Dom,Get Funky Festival Day 2,6/21/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Omnom,Get Funky Festival Day 2,6/21/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Dreya V,Get Funky Festival Day 2,6/21/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Obayashi,Get Funky Festival Day 2,6/21/2025,https://getfunkyfestival.com/,https://www.eventbrite.com/e/get-funky-2025-tickets-1319113135899
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Sullivan King,Foam Wonderland: Above Reality 2025 Tour - Salt Lake City,7/11/2025,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979
The Great Saltair,Indoors,Medium,https://thesaltair.com/,ARMNHMR,Foam Wonderland: Above Reality 2025 Tour - Salt Lake City,7/11/2025,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Chyl,Foam Wonderland: Above Reality 2025 Tour - Salt Lake City,7/11/2025,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Jon Casey,Foam Wonderland: Above Reality 2025 Tour - Salt Lake City,7/11/2025,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Know Good,Foam Wonderland: Above Reality 2025 Tour - Salt Lake City,7/11/2025,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Jvck Mormon,Foam Wonderland: Above Reality 2025 Tour - Salt Lake City,7/11/2025,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979,https://www.eventbrite.com/e/foam-wonderland-above-reality-2025-tour-salt-lake-city-tickets-1325917848979
The Great Saltair,Indoors,Medium,https://thesaltair.com/,After Heaven,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,ALLEYCVT,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Andrew Bayer,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Barely Alive,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Boys Noize,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,blossom,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Celestial Void,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,VNDETTA,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Charles,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Chibs,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Subfiltronik,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Chris Lake,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Decadon,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Deorr,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Dieselboy,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Vegas,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Fury + MC Dino,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Grafix,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Hi Lo,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Illesium,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Infekt,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,it's murph,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Justin Hawkes,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Kream,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Last Heroes,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Level Up,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Malaa's Alter Ego,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Myla,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Nghtmre,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Viperactive,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Nurko,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,OG NXN,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Benda,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,peekaboo,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Reaper,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,rommii,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Sigma,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Trivecta,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Usaybflow,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Voyd,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Wuki,Das Energi Festival Day 1,8/8/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,After Heaven,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,ALLEYCVT,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Andrew Bayer,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Barely Alive,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Boys Noize,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,blossom,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Celestial Void,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,VNDETTA,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Charles,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Chibs,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Subfiltronik,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Chris Lake,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Decadon,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Deorr,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Dieselboy,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Vegas,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Fury + MC Dino,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Grafix,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Hi Lo,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Illesium,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Infekt,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,it's murph,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Justin Hawkes,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Kream,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Last Heroes,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Level Up,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Malaa's Alter Ego,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Myla,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Nghtmre,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Viperactive,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Nurko,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,OG NXN,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Benda,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,peekaboo,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Reaper,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,rommii,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Sigma,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Trivecta,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Usaybflow,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Voyd,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
The Great Saltair,Indoors,Medium,https://thesaltair.com/,Wuki,Das Energi Festival Day 2,8/9/2025,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319,https://www.eventbrite.com/e/das-energi-2025-tickets-1247336590319
